MODEL NAME;DATE;LOWER 95% INTERVAL;EXPECTED VALUE;UPPER 95% INTERVAL
BORP001_1_trend;2000-03-20 00:00:00;17.1963;17.3858;17.5752
BORP001_1_trend;2000-03-21 00:00:00;17.1912;17.3817;17.5722
BORP001_1_trend;2000-03-22 00:00:00;17.1864;17.3776;17.5688
BORP001_1_trend;2000-03-23 00:00:00;17.1922;17.3839;17.5756
BORP001_1_trend;2000-03-24 00:00:00;17.1948;17.3868;17.5787
BORP001_1_trend;2000-03-25 00:00:00;17.1982;17.3904;17.5825
BORP001_1_trend;2000-03-26 00:00:00; 17.338; 17.338; 17.338
BORP001_1_trend;2000-03-27 00:00:00;17.2374;17.3514;17.4655
BORP001_1_trend;2000-03-28 00:00:00;17.2193;17.3658;17.5123
BORP001_1_trend;2000-03-29 00:00:00;17.2033;17.3674;17.5315
BORP001_1_trend;2000-03-30 00:00:00;17.1942;17.3688;17.5434
BORP001_1_trend;2000-03-31 00:00:00;  17.19;17.3711;17.5522
BORP001_1_trend;2000-04-01 00:00:00;17.1867;17.3718; 17.557
BORP001_1_trend;2000-04-02 00:00:00;17.1775;17.3653;17.5531
BORP001_1_trend;2000-04-03 00:00:00;17.1767;17.3661;17.5556
BORP001_1_trend;2000-04-04 00:00:00;17.1768;17.3673;17.5579
BORP001_1_trend;2000-04-05 00:00:00;  17.17;17.3612;17.5524
BORP001_1_trend;2000-04-06 00:00:00;17.1618;17.3535;17.5451
BORP001_1_trend;2000-04-07 00:00:00;17.1554;17.3473;17.5393
BORP001_1_trend;2000-04-08 00:00:00; 17.313; 17.313; 17.313
BORP001_1_trend;2000-04-09 00:00:00;17.1987;17.3127;17.4268
BORP001_1_trend;2000-04-10 00:00:00;17.1635;17.3099;17.4564
BORP001_1_trend;2000-04-11 00:00:00;17.1571;17.3212;17.4853
BORP001_1_trend;2000-04-12 00:00:00;17.1647;17.3393;17.5139
BORP001_1_trend;2000-04-13 00:00:00;17.1626;17.3437;17.5248
BORP001_1_trend;2000-04-14 00:00:00;17.1644;17.3496;17.5348
BORP001_1_trend;2000-04-15 00:00:00;17.1622;  17.35;17.5378
BORP001_1_trend;2000-04-16 00:00:00;17.1542;17.3437;17.5331
BORP001_1_trend;2000-04-17 00:00:00;17.1522;17.3427;17.5332
BORP001_1_trend;2000-04-18 00:00:00;17.1443;17.3355;17.5267
BORP001_1_trend;2000-04-19 00:00:00;17.1383;  17.33;17.5216
BORP001_1_trend;2000-04-20 00:00:00;17.1431;17.3351;17.5271
BORP001_1_trend;2000-04-21 00:00:00;17.1453;17.3375;17.5296
BORP001_1_trend;2000-04-22 00:00:00;17.1483;17.3406;17.5329
BORP001_1_trend;2000-04-23 00:00:00;17.1553;17.3477;  17.54
BORP001_1_trend;2000-04-24 00:00:00; 17.393; 17.393; 17.393
BORP001_1_trend;2000-04-25 00:00:00;17.2573;17.3714;17.4855
BORP001_1_trend;2000-04-26 00:00:00;17.2088;17.3553;17.5017
BORP001_1_trend;2000-04-27 00:00:00; 17.202;17.3661;17.5302
BORP001_1_trend;2000-04-28 00:00:00;17.1785;17.3531;17.5277
BORP001_1_trend;2000-04-29 00:00:00;17.1629;17.3439; 17.525
BORP001_1_trend;2000-04-30 00:00:00;17.1474;17.3325;17.5177
BORP001_1_trend;2000-05-01 00:00:00;17.1356;17.3234;17.5112
BORP001_1_trend;2000-05-02 00:00:00;17.1282;17.3177;17.5071
BORP001_1_trend;2000-05-03 00:00:00;17.1241;17.3146;17.5051
BORP001_1_trend;2000-05-04 00:00:00;17.1146;17.3058; 17.497
BORP001_1_trend;2000-05-05 00:00:00;17.1021;17.2937;17.4854
BORP001_1_trend;2000-05-06 00:00:00;17.1048;17.2967;17.4887
BORP001_1_trend;2000-05-07 00:00:00; 17.303; 17.303; 17.303
BORP001_1_trend;2000-05-08 00:00:00;17.1865;17.3005;17.4146
BORP001_1_trend;2000-05-09 00:00:00;17.1394;17.2859;17.4324
BORP001_1_trend;2000-05-10 00:00:00;17.1116;17.2757;17.4398
BORP001_1_trend;2000-05-11 00:00:00;17.1167;17.2913;17.4659
BORP001_1_trend;2000-05-12 00:00:00;17.1106;17.2916;17.4727
BORP001_1_trend;2000-05-13 00:00:00;17.0938; 17.279;17.4641
BORP001_1_trend;2000-05-14 00:00:00;17.0784;17.2662; 17.454
BORP001_1_trend;2000-05-15 00:00:00;17.0642;17.2537;17.4431
BORP001_1_trend;2000-05-16 00:00:00;17.0623;17.2528;17.4433
BORP001_1_trend;2000-05-17 00:00:00;17.0498; 17.241;17.4323
BORP001_1_trend;2000-05-18 00:00:00; 17.041;17.2326;17.4243
BORP001_1_trend;2000-05-19 00:00:00;17.0492;17.2412;17.4331
BORP001_1_trend;2000-05-20 00:00:00; 17.045;17.2371;17.4293
BORP001_1_trend;2000-05-21 00:00:00; 17.318; 17.318; 17.318
BORP001_1_trend;2000-05-22 00:00:00;17.1811;17.2952;17.4092
BORP001_1_trend;2000-05-23 00:00:00;17.1446;17.2911;17.4376
BORP001_1_trend;2000-05-24 00:00:00;17.1363;17.3004;17.4645
BORP001_1_trend;2000-05-25 00:00:00;17.1045;17.2791;17.4538
BORP001_1_trend;2000-05-26 00:00:00;17.0978;17.2789;  17.46
BORP001_1_trend;2000-05-27 00:00:00;17.1143;17.2995;17.4847
BORP001_1_trend;2000-05-28 00:00:00;17.1061;17.2939;17.4816
BORP001_1_trend;2000-05-29 00:00:00;17.0916;17.2811;17.4705
BORP001_1_trend;2000-05-30 00:00:00;17.0832;17.2737;17.4642
BORP001_1_trend;2000-05-31 00:00:00;17.0701;17.2613;17.4526
BORP001_1_trend;2000-06-01 00:00:00;17.0608;17.2525;17.4441
BORP001_1_trend;2000-06-02 00:00:00;17.0495;17.2414;17.4334
BORP001_1_trend;2000-06-03 00:00:00;17.0907;17.2829; 17.475
BORP001_1_trend;2000-06-04 00:00:00;17.0732;17.2654;17.4577
BORP001_1_trend;2000-06-05 00:00:00;17.1003;17.2926;17.4849
BORP001_1_trend;2000-06-06 00:00:00; 17.383; 17.383; 17.383
BORP001_1_trend;2000-06-07 00:00:00;17.2314;17.3455;17.4596
BORP001_1_trend;2000-06-08 00:00:00;17.1689;17.3154;17.4619
BORP001_1_trend;2000-06-09 00:00:00;17.1351;17.2993;17.4634
BORP001_1_trend;2000-06-10 00:00:00; 17.109;17.2836;17.4582
BORP001_1_trend;2000-06-11 00:00:00;17.0836;17.2647;17.4458
BORP001_1_trend;2000-06-12 00:00:00;17.0635;17.2487;17.4338
BORP001_1_trend;2000-06-13 00:00:00;17.0442; 17.232;17.4197
BORP001_1_trend;2000-06-14 00:00:00; 17.033;17.2225;17.4119
BORP001_1_trend;2000-06-15 00:00:00;17.0202;17.2107;17.4012
BORP001_1_trend;2000-06-16 00:00:00;17.0075;17.1987;17.3899
BORP001_1_trend;2000-06-17 00:00:00; 17.128; 17.128; 17.128
BORP001_1_trend;2000-06-18 00:00:00;17.0104;17.1244;17.2385
BORP001_1_trend;2000-06-19 00:00:00;16.9726;17.1191;17.2656
BORP001_1_trend;2000-06-20 00:00:00;16.9491;17.1133;17.2774
BORP001_1_trend;2000-06-21 00:00:00;16.9383; 17.113;17.2876
BORP001_1_trend;2000-06-22 00:00:00;16.9275;17.1086;17.2896
BORP001_1_trend;2000-06-23 00:00:00;16.9314;17.1165;17.3017
BORP001_1_trend;2000-06-24 00:00:00; 16.941;17.1288;17.3166
BORP001_1_trend;2000-06-25 00:00:00;16.9361;17.1255; 17.315
BORP001_1_trend;2000-06-26 00:00:00;16.9263;17.1168;17.3073
BORP001_1_trend;2000-06-27 00:00:00;16.9175;17.1087;17.2999
BORP001_1_trend;2000-06-28 00:00:00;16.9106;17.1022;17.2939
BORP001_1_trend;2000-06-29 00:00:00;16.9136;17.1056;17.2975
BORP001_1_trend;2000-06-30 00:00:00;16.9103;17.1024;17.2946
BORP001_1_trend;2000-07-01 00:00:00;16.9198;17.1121;17.3044
BORP001_1_trend;2000-07-02 00:00:00; 17.068; 17.068; 17.068
BORP001_1_trend;2000-07-03 00:00:00;16.9554;17.0694;17.1835
BORP001_1_trend;2000-07-04 00:00:00; 17.026;17.1725; 17.319
BORP001_1_trend;2000-07-05 00:00:00;16.9989; 17.163;17.3271
BORP001_1_trend;2000-07-06 00:00:00;16.9817;17.1563;17.3309
BORP001_1_trend;2000-07-07 00:00:00;16.9751;17.1562;17.3373
BORP001_1_trend;2000-07-08 00:00:00;16.9673;17.1525;17.3376
BORP001_1_trend;2000-07-09 00:00:00;16.9785;17.1663;17.3541
BORP001_1_trend;2000-07-10 00:00:00;16.9914;17.1809;17.3703
BORP001_1_trend;2000-07-11 00:00:00;17.0141;17.2046;17.3951
BORP001_1_trend;2000-07-12 00:00:00;17.0023;17.1935;17.3847
BORP001_1_trend;2000-07-13 00:00:00;17.0245;17.2162;17.4078
BORP001_1_trend;2000-07-14 00:00:00;17.0448;17.2368;17.4287
BORP001_1_trend;2000-07-15 00:00:00; 17.298; 17.298; 17.298
BORP001_1_trend;2000-07-16 00:00:00;17.1878;17.3019; 17.416
BORP001_1_trend;2000-07-17 00:00:00;17.1387;17.2851;17.4316
BORP001_1_trend;2000-07-18 00:00:00;17.1014;17.2655;17.4296
BORP001_1_trend;2000-07-19 00:00:00;17.0764; 17.251;17.4256
BORP001_1_trend;2000-07-20 00:00:00;17.0536;17.2347;17.4158
BORP001_1_trend;2000-07-21 00:00:00;17.0431;17.2283;17.4135
BORP001_1_trend;2000-07-22 00:00:00;17.0304;17.2182; 17.406
BORP001_1_trend;2000-07-23 00:00:00;17.0209;17.2103;17.3998
BORP001_1_trend;2000-07-24 00:00:00;17.0135; 17.204;17.3945
BORP001_1_trend;2000-07-25 00:00:00;17.0076;17.1988;  17.39
BORP001_1_trend;2000-07-26 00:00:00;17.0028;17.1944;17.3861
BORP001_1_trend;2000-07-27 00:00:00;17.1309;17.3229;17.5148
BORP001_1_trend;2000-07-28 00:00:00;17.1113;17.3034;17.4956
BORP001_1_trend;2000-07-29 00:00:00;17.1018;17.2941;17.4863
BORP001_1_trend;2000-07-30 00:00:00;17.0912;17.2835;17.4759
BORP001_1_trend;2000-07-31 00:00:00; 17.318; 17.318; 17.318
BORP001_1_trend;2000-08-01 00:00:00;17.1873;17.3014;17.4155
BORP001_1_trend;2000-08-02 00:00:00;17.1371;17.2836;17.4301
BORP001_1_trend;2000-08-03 00:00:00;17.1209; 17.285;17.4491
BORP001_1_trend;2000-08-04 00:00:00;17.0976;17.2722;17.4468
BORP001_1_trend;2000-08-05 00:00:00;17.0773;17.2584;17.4395
BORP001_1_trend;2000-08-06 00:00:00;17.0631;17.2483;17.4335
BORP001_1_trend;2000-08-07 00:00:00;17.0515;17.2393;17.4271
BORP001_1_trend;2000-08-08 00:00:00;17.0407;17.2302;17.4196
BORP001_1_trend;2000-08-09 00:00:00;17.0294;  17.22;17.4105
BORP001_1_trend;2000-08-10 00:00:00;17.0226;17.2138; 17.405
BORP001_1_trend;2000-08-11 00:00:00; 17.012;17.2036;17.3953
BORP001_1_trend;2000-08-12 00:00:00;17.0024;17.1943;17.3863
BORP001_1_trend;2000-08-13 00:00:00;17.0056;17.1977;17.3898
BORP001_1_trend;2000-08-14 00:00:00; 17.078; 17.078; 17.078
BORP001_1_trend;2000-08-15 00:00:00;16.9781;17.0922;17.2063
BORP001_1_trend;2000-08-16 00:00:00;16.9563;17.1028;17.2493
BORP001_1_trend;2000-08-17 00:00:00;16.9449; 17.109;17.2731
BORP001_1_trend;2000-08-18 00:00:00;16.9424; 17.117;17.2916
BORP001_1_trend;2000-08-19 00:00:00;16.9588;17.1399; 17.321
BORP001_1_trend;2000-08-20 00:00:00;16.9644;17.1496;17.3348
BORP001_1_trend;2000-08-21 00:00:00;16.9635;17.1513;17.3391
BORP001_1_trend;2000-08-22 00:00:00;16.9584;17.1479;17.3373
BORP001_1_trend;2000-08-23 00:00:00;16.9529;17.1434;17.3339
BORP001_1_trend;2000-08-24 00:00:00;16.9483;17.1395;17.3308
BORP001_1_trend;2000-08-25 00:00:00;16.9423;17.1339;17.3256
BORP001_1_trend;2000-08-26 00:00:00; 16.938; 16.938; 16.938
BORP001_1_trend;2000-08-27 00:00:00;16.8657;16.9798;17.0939
BORP001_1_trend;2000-08-28 00:00:00;16.8577;17.0041;17.1506
BORP001_1_trend;2000-08-29 00:00:00;16.8598;17.0239; 17.188
BORP001_1_trend;2000-08-30 00:00:00;16.8632;17.0378;17.2124
BORP001_1_trend;2000-08-31 00:00:00;16.8686;17.0497;17.2308
BORP001_1_trend;2000-09-01 00:00:00;16.8787;17.0638; 17.249
BORP001_1_trend;2000-09-02 00:00:00;16.8867;17.0745;17.2623
BORP001_1_trend;2000-09-03 00:00:00;16.8921;17.0816; 17.271
BORP001_1_trend;2000-09-04 00:00:00;16.8936;17.0841;17.2747
BORP001_1_trend;2000-09-05 00:00:00;16.8938; 17.085;17.2763
BORP001_1_trend;2000-09-06 00:00:00;16.9025;17.0942;17.2858
BORP001_1_trend;2000-09-07 00:00:00;16.9009;17.0929;17.2848
BORP001_1_trend;2000-09-08 00:00:00;16.9023;17.0944;17.2866
BORP001_1_trend;2000-09-09 00:00:00;16.9006;17.0928;17.2851
BORP001_1_trend;2000-09-10 00:00:00; 17.063; 17.063; 17.063
BORP001_1_trend;2000-09-11 00:00:00;16.9492;17.0633;17.1774
BORP001_1_trend;2000-09-12 00:00:00;16.9194;17.0659;17.2124
BORP001_1_trend;2000-09-13 00:00:00;16.9027;17.0668;17.2309
BORP001_1_trend;2000-09-14 00:00:00;16.8929;17.0676;17.2422
BORP001_1_trend;2000-09-15 00:00:00;16.9871;17.1682;17.3493
BORP001_1_trend;2000-09-16 00:00:00;17.0065;17.1917;17.3769
BORP001_1_trend;2000-09-17 00:00:00;16.9933;17.1811;17.3689
BORP001_1_trend;2000-09-18 00:00:00;16.9835; 17.173;17.3624
BORP001_1_trend;2000-09-19 00:00:00;16.9778;17.1683;17.3589
BORP001_1_trend;2000-09-20 00:00:00;16.9711;17.1623;17.3535
BORP001_1_trend;2000-09-21 00:00:00; 16.964;17.1557;17.3473
BORP001_1_trend;2000-09-22 00:00:00;16.9597;17.1516;17.3436
BORP001_1_trend;2000-09-23 00:00:00; 17.143; 17.143; 17.143
BORP001_1_trend;2000-09-24 00:00:00;17.0258;17.1399; 17.254
BORP001_1_trend;2000-09-25 00:00:00;16.9983;17.1448;17.2913
BORP001_1_trend;2000-09-26 00:00:00;16.9818;17.1459;  17.31
BORP001_1_trend;2000-09-27 00:00:00;16.9807;17.1553;17.3299
BORP001_1_trend;2000-09-28 00:00:00;16.9977;17.1788;17.3598
BORP001_1_trend;2000-09-29 00:00:00;16.9981;17.1833;17.3685
BORP001_1_trend;2000-09-30 00:00:00;16.9877;17.1755;17.3633
BORP001_1_trend;2000-10-01 00:00:00;16.9823;17.1718;17.3612
BORP001_1_trend;2000-10-02 00:00:00;17.0029;17.1934;17.3839
BORP001_1_trend;2000-10-03 00:00:00;16.9978; 17.189;17.3802
BORP001_1_trend;2000-10-04 00:00:00;16.9935;17.1852;17.3768
BORP001_1_trend;2000-10-05 00:00:00;16.9984;17.1904;17.3823
BORP001_1_trend;2000-10-06 00:00:00; 17.228; 17.228; 17.228
BORP001_1_trend;2000-10-07 00:00:00;17.1026;17.2166;17.3307
BORP001_1_trend;2000-10-08 00:00:00;17.0874;17.2339;17.3804
BORP001_1_trend;2000-10-09 00:00:00;17.1084;17.2725;17.4366
BORP001_1_trend;2000-10-10 00:00:00;17.1038;17.2784; 17.453
BORP001_1_trend;2000-10-11 00:00:00;17.0916;17.2727;17.4538
BORP001_1_trend;2000-10-12 00:00:00;17.0777;17.2629;17.4481
BORP001_1_trend;2000-10-13 00:00:00;17.0679;17.2557;17.4434
BORP001_1_trend;2000-10-14 00:00:00;17.0598;17.2492;17.4387
BORP001_1_trend;2000-10-15 00:00:00;17.0568;17.2473;17.4378
BORP001_1_trend;2000-10-16 00:00:00;17.1145;17.3058; 17.497
BORP001_1_trend;2000-10-17 00:00:00;17.1001;17.2918;17.4834
BORP001_1_trend;2000-10-18 00:00:00;17.1323;17.3243;17.5162
BORP001_1_trend;2000-10-19 00:00:00;17.1273;17.3195;17.5116
BORP001_1_trend;2000-10-20 00:00:00;17.1261;17.3184;17.5107
BORP001_1_trend;2000-10-21 00:00:00; 17.418; 17.418; 17.418
BORP001_1_trend;2000-10-22 00:00:00; 17.277; 17.391;17.5051
BORP001_1_trend;2000-10-23 00:00:00;17.2241;17.3706;17.5171
BORP001_1_trend;2000-10-24 00:00:00;17.1878;17.3519;17.5161
BORP001_1_trend;2000-10-25 00:00:00;17.1631;17.3377;17.5123
BORP001_1_trend;2000-10-26 00:00:00;17.1478;17.3289;  17.51
BORP001_1_trend;2000-10-27 00:00:00;17.1644;17.3495;17.5347
BORP001_1_trend;2000-10-28 00:00:00;17.1593;17.3471;17.5348
BORP001_1_trend;2000-10-29 00:00:00;17.1608;17.3503;17.5397
BORP001_1_trend;2000-10-30 00:00:00;17.1775; 17.368;17.5586
BORP001_1_trend;2000-10-31 00:00:00;17.1674;17.3586;17.5498
BORP001_1_trend;2000-11-01 00:00:00;17.1779;17.3696;17.5612
BORP001_1_trend;2000-11-02 00:00:00;17.1904;17.3824;17.5743
BORP001_1_trend;2000-11-03 00:00:00;17.1803;17.3724;17.5646
BORP001_1_trend;2000-11-04 00:00:00; 17.463; 17.463; 17.463
BORP001_1_trend;2000-11-05 00:00:00;17.3474;17.4615;17.5756
BORP001_1_trend;2000-11-06 00:00:00;17.2983;17.4447;17.5912
BORP001_1_trend;2000-11-07 00:00:00;17.2795;17.4436;17.6078
BORP001_1_trend;2000-11-08 00:00:00;17.2586;17.4332;17.6078
BORP001_1_trend;2000-11-09 00:00:00;17.2367;17.4178;17.5988
BORP001_1_trend;2000-11-10 00:00:00;17.2202;17.4054;17.5905
BORP001_1_trend;2000-11-11 00:00:00;17.2158;17.4035;17.5913
BORP001_1_trend;2000-11-12 00:00:00;17.2209;17.4103;17.5998
BORP001_1_trend;2000-11-13 00:00:00;17.2102;17.4007;17.5913
BORP001_1_trend;2000-11-14 00:00:00;17.2034;17.3946;17.5858
BORP001_1_trend;2000-11-15 00:00:00;17.1966;17.3883;17.5799
BORP001_1_trend;2000-11-16 00:00:00; 17.201;17.3929;17.5849
BORP001_1_trend;2000-11-17 00:00:00;17.1949;17.3871;17.5792
BORP001_1_trend;2000-11-18 00:00:00; 17.448; 17.448; 17.448
BORP001_1_trend;2000-11-19 00:00:00;  17.34;17.4541;17.5682
BORP001_1_trend;2000-11-20 00:00:00;17.2919;17.4384;17.5849
BORP001_1_trend;2000-11-21 00:00:00;17.2756;17.4397;17.6038
BORP001_1_trend;2000-11-22 00:00:00;17.2536;17.4282;17.6028
BORP001_1_trend;2000-11-23 00:00:00; 17.245;17.4261;17.6072
BORP001_1_trend;2000-11-24 00:00:00;17.2327;17.4179;17.6031
BORP001_1_trend;2000-11-25 00:00:00;17.2589;17.4466;17.6344
BORP001_1_trend;2000-11-26 00:00:00;17.2524;17.4418;17.6312
BORP001_1_trend;2000-11-27 00:00:00;17.2678;17.4584;17.6489
BORP001_1_trend;2000-11-28 00:00:00;17.2564;17.4476;17.6389
BORP001_1_trend;2000-11-29 00:00:00;17.2501;17.4417;17.6334
BORP001_1_trend;2000-11-30 00:00:00;17.2436;17.4355;17.6275
BORP001_1_trend;2000-12-01 00:00:00;17.2438; 17.436;17.6281
BORP001_1_trend;2000-12-02 00:00:00;17.2885;17.4808;17.6731
BORP001_1_trend;2000-12-03 00:00:00; 17.518; 17.518; 17.518
BORP001_1_trend;2000-12-04 00:00:00;17.3889; 17.503; 17.617
BORP001_1_trend;2000-12-05 00:00:00;17.3406;17.4871;17.6335
BORP001_1_trend;2000-12-06 00:00:00;17.3201;17.4843;17.6484
BORP001_1_trend;2000-12-07 00:00:00;17.3088;17.4834;17.6581
BORP001_1_trend;2000-12-08 00:00:00;17.2911;17.4722;17.6533
BORP001_1_trend;2000-12-09 00:00:00;17.2876;17.4728;17.6579
BORP001_1_trend;2000-12-10 00:00:00;17.2905;17.4783;17.6661
BORP001_1_trend;2000-12-11 00:00:00;17.3004;17.4898;17.6793
BORP001_1_trend;2000-12-12 00:00:00;17.2905; 17.481;17.6715
BORP001_1_trend;2000-12-13 00:00:00;17.2975;17.4887;17.6799
BORP001_1_trend;2000-12-14 00:00:00;17.2939;17.4856;17.6772
BORP001_1_trend;2000-12-15 00:00:00;17.2866;17.4786;17.6705
BORP001_1_trend;2000-12-16 00:00:00;17.2794;17.4716;17.6637
BORP001_1_trend;2000-12-17 00:00:00; 17.528; 17.528; 17.528
BORP001_1_trend;2000-12-18 00:00:00;17.4027;17.5167;17.6308
BORP001_1_trend;2000-12-19 00:00:00; 17.356;17.5025; 17.649
BORP001_1_trend;2000-12-20 00:00:00;17.3257;17.4898;17.6539
BORP001_1_trend;2000-12-21 00:00:00;17.3041;17.4787;17.6533
BORP001_1_trend;2000-12-22 00:00:00;17.2892;17.4703;17.6514
BORP001_1_trend;2000-12-23 00:00:00;17.2765;17.4616;17.6468
BORP001_1_trend;2000-12-24 00:00:00;17.2762; 17.464;17.6518
BORP001_1_trend;2000-12-25 00:00:00;17.2693;17.4587;17.6482
BORP001_1_trend;2000-12-26 00:00:00;17.2718;17.4623;17.6528
BORP001_1_trend;2000-12-27 00:00:00;17.2673;17.4585;17.6498
BORP001_1_trend;2000-12-28 00:00:00;17.2634; 17.455;17.6467
BORP001_1_trend;2000-12-29 00:00:00; 17.468; 17.468; 17.468
BORP001_1_trend;2000-12-30 00:00:00;17.3454;17.4595;17.5736
