MODEL NAME;DATE;LOWER 95% INTERVAL;EXPECTED VALUE;UPPER 95% INTERVAL
ALMP003_1_nonlin;10/06/1999 0:00;16.2651;16.6038;16.9426
ALMP003_1_nonlin;11/06/1999 0:00;16.2601;16.5989;16.9376
ALMP003_1_nonlin;12/06/1999 0:00;16.237;16.5758;16.9145
ALMP003_1_nonlin;13/06/1999 0:00;16.2275;16.5663;16.905
ALMP003_1_nonlin;14/06/1999 0:00;16.2052;16.5439;16.8827
ALMP003_1_nonlin;15/06/1999 0:00;16.1759;16.5146;16.8533
ALMP003_1_nonlin;16/06/1999 0:00;16.1565;16.4953;16.834
ALMP003_1_nonlin;17/06/1999 0:00;16.1299;16.4686;16.8074
ALMP003_1_nonlin;18/06/1999 0:00;16.1012;16.4399;16.7787
ALMP003_1_nonlin;19/06/1999 0:00;16.0663;16.405;16.7438
ALMP003_1_nonlin;20/06/1999 0:00;16.102;16.4408;16.7795
ALMP003_1_nonlin;21/06/1999 0:00;16.1;16.4387;16.7775
ALMP003_1_nonlin;22/06/1999 0:00;16.0849;16.4236;16.7624
ALMP003_1_nonlin;23/06/1999 0:00;16.0692;16.4079;16.7467
ALMP003_1_nonlin;24/06/1999 0:00;16.0481;16.3869;16.7256
ALMP003_1_nonlin;25/06/1999 0:00;16.0174;16.3562;16.6949
ALMP003_1_nonlin;26/06/1999 0:00;16.0058;16.3445;16.6833
ALMP003_1_nonlin;27/06/1999 0:00;16.0304;16.3691;16.7079
ALMP003_1_nonlin;28/06/1999 0:00;16.0536;16.3924;16.7311
ALMP003_1_nonlin;29/06/1999 0:00;16.0998;16.4386;16.7773
ALMP003_1_nonlin;30/06/1999 0:00;16.0967;16.4355;16.7742
ALMP003_1_nonlin;1/07/1999 0:00;16.0854;16.4242;16.7629
ALMP003_1_nonlin;2/07/1999 0:00;16.0589;16.3977;16.7364
ALMP003_1_nonlin;3/07/1999 0:00;16.0327;16.3714;16.7101
ALMP003_1_nonlin;4/07/1999 0:00;16.155;16.4938;16.8325
ALMP003_1_nonlin;5/07/1999 0:00;16.1812;16.5199;16.8587
ALMP003_1_nonlin;6/07/1999 0:00;16.1575;16.4962;16.835
ALMP003_1_nonlin;7/07/1999 0:00;16.1665;16.5052;16.844
ALMP003_1_nonlin;8/07/1999 0:00;16.1384;16.4771;16.8159
ALMP003_1_nonlin;9/07/1999 0:00;16.1067;16.4454;16.7842
ALMP003_1_nonlin;10/07/1999 0:00;16.0747;16.4135;16.7522
ALMP003_1_nonlin;11/07/1999 0:00;16.0398;16.3785;16.7173
ALMP003_1_nonlin;12/07/1999 0:00;16.012;16.3507;16.6895
ALMP003_1_nonlin;13/07/1999 0:00;15.9985;16.3372;16.676
ALMP003_1_nonlin;14/07/1999 0:00;15.974;16.3128;16.6515
ALMP003_1_nonlin;15/07/1999 0:00;15.9525;16.2913;16.63
ALMP003_1_nonlin;16/07/1999 0:00;15.9299;16.2686;16.6074
ALMP003_1_nonlin;17/07/1999 0:00;15.9018;16.2406;16.5793
ALMP003_1_nonlin;18/07/1999 0:00;15.9071;16.2459;16.5846
ALMP003_1_nonlin;19/07/1999 0:00;15.8809;16.2197;16.5584
ALMP003_1_nonlin;20/07/1999 0:00;15.8573;16.1961;16.5348
ALMP003_1_nonlin;21/07/1999 0:00;15.8357;16.1745;16.5132
ALMP003_1_nonlin;22/07/1999 0:00;15.8565;16.1953;16.534
ALMP003_1_nonlin;23/07/1999 0:00;15.8379;16.1766;16.5154
ALMP003_1_nonlin;24/07/1999 0:00;15.8192;16.1579;16.4967
ALMP003_1_nonlin;25/07/1999 0:00;15.793;16.1318;16.4705
ALMP003_1_nonlin;26/07/1999 0:00;15.7675;16.1062;16.445
ALMP003_1_nonlin;27/07/1999 0:00;15.7332;16.072;16.4107
ALMP003_1_nonlin;28/07/1999 0:00;15.6997;16.0385;16.3772
ALMP003_1_nonlin;29/07/1999 0:00;15.6692;16.0079;16.3467
ALMP003_1_nonlin;30/07/1999 0:00;15.6419;15.9807;16.3194
ALMP003_1_nonlin;31/07/1999 0:00;15.6163;15.955;16.2938
ALMP003_1_nonlin;1/08/1999 0:00;15.5893;15.928;16.2668
ALMP003_1_nonlin;2/08/1999 0:00;15.5629;15.9017;16.2404
ALMP003_1_nonlin;3/08/1999 0:00;15.5478;15.8865;16.2253
ALMP003_1_nonlin;4/08/1999 0:00;15.5352;15.8739;16.2127
ALMP003_1_nonlin;5/08/1999 0:00;15.5119;15.8507;16.1894
ALMP003_1_nonlin;6/08/1999 0:00;15.4877;15.8265;16.1652
ALMP003_1_nonlin;7/08/1999 0:00;15.4703;15.8091;16.1478
ALMP003_1_nonlin;8/08/1999 0:00;15.5338;15.8725;16.2113
ALMP003_1_nonlin;9/08/1999 0:00;15.5288;15.8676;16.2063
ALMP003_1_nonlin;10/08/1999 0:00;15.6952;16.034;16.3727
ALMP003_1_nonlin;11/08/1999 0:00;15.6806;16.0194;16.3581
ALMP003_1_nonlin;12/08/1999 0:00;15.6627;16.0015;16.3402
ALMP003_1_nonlin;13/08/1999 0:00;15.6979;16.0367;16.3754
ALMP003_1_nonlin;14/08/1999 0:00;15.7844;16.1232;16.4619
ALMP003_1_nonlin;15/08/1999 0:00;15.7629;16.1016;16.4404
ALMP003_1_nonlin;16/08/1999 0:00;15.8454;16.1842;16.5229
ALMP003_1_nonlin;17/08/1999 0:00;15.8643;16.203;16.5418
ALMP003_1_nonlin;18/08/1999 0:00;15.8954;16.2342;16.5729
ALMP003_1_nonlin;19/08/1999 0:00;15.9909;16.3296;16.6684
ALMP003_1_nonlin;20/08/1999 0:00;16.0227;16.3614;16.7002
ALMP003_1_nonlin;21/08/1999 0:00;16.0093;16.348;16.6868
ALMP003_1_nonlin;22/08/1999 0:00;15.9889;16.3277;16.6664
ALMP003_1_nonlin;23/08/1999 0:00;15.9667;16.3054;16.6442
ALMP003_1_nonlin;24/08/1999 0:00;15.9504;16.2892;16.6279
ALMP003_1_nonlin;25/08/1999 0:00;15.9498;16.2886;16.6273
ALMP003_1_nonlin;26/08/1999 0:00;15.9354;16.2741;16.6129
ALMP003_1_nonlin;27/08/1999 0:00;15.9177;16.2565;16.5952
ALMP003_1_nonlin;28/08/1999 0:00;15.9005;16.2392;16.578
ALMP003_1_nonlin;29/08/1999 0:00;15.881;16.2197;16.5585
ALMP003_1_nonlin;30/08/1999 0:00;15.8665;16.2052;16.5439
ALMP003_1_nonlin;31/08/1999 0:00;15.8536;16.1924;16.5311
ALMP003_1_nonlin;1/09/1999 0:00;15.8338;16.1726;16.5113
ALMP003_1_nonlin;2/09/1999 0:00;15.8137;16.1524;16.4912
ALMP003_1_nonlin;3/09/1999 0:00;15.7902;16.129;16.4677
ALMP003_1_nonlin;4/09/1999 0:00;15.7727;16.1114;16.4502
ALMP003_1_nonlin;5/09/1999 0:00;15.7547;16.0934;16.4321
ALMP003_1_nonlin;6/09/1999 0:00;15.7336;16.0723;16.4111
ALMP003_1_nonlin;7/09/1999 0:00;15.7186;16.0573;16.3961
ALMP003_1_nonlin;8/09/1999 0:00;15.7046;16.0433;16.382
ALMP003_1_nonlin;9/09/1999 0:00;15.6885;16.0272;16.3659
ALMP003_1_nonlin;10/09/1999 0:00;15.6782;16.017;16.3557
ALMP003_1_nonlin;11/09/1999 0:00;15.658;15.9967;16.3355
ALMP003_1_nonlin;12/09/1999 0:00;15.6427;15.9814;16.3202
ALMP003_1_nonlin;13/09/1999 0:00;15.6358;15.9745;16.3133
ALMP003_1_nonlin;14/09/1999 0:00;15.6313;15.97;16.3088
ALMP003_1_nonlin;15/09/1999 0:00;15.7029;16.0416;16.3804
ALMP003_1_nonlin;16/09/1999 0:00;15.6813;16.02;16.3588
ALMP003_1_nonlin;17/09/1999 0:00;15.6695;16.0082;16.347
ALMP003_1_nonlin;18/09/1999 0:00;15.6527;15.9914;16.3302
ALMP003_1_nonlin;19/09/1999 0:00;15.6746;16.0133;16.3521
ALMP003_1_nonlin;20/09/1999 0:00;15.6634;16.0022;16.3409
ALMP003_1_nonlin;21/09/1999 0:00;15.6848;16.0235;16.3623
ALMP003_1_nonlin;22/09/1999 0:00;15.6806;16.0193;16.3581
ALMP003_1_nonlin;23/09/1999 0:00;15.6789;16.0176;16.3564
ALMP003_1_nonlin;24/09/1999 0:00;15.6746;16.0134;16.3521
ALMP003_1_nonlin;25/09/1999 0:00;15.6827;16.0214;16.3601
ALMP003_1_nonlin;26/09/1999 0:00;15.7062;16.0449;16.3837
ALMP003_1_nonlin;27/09/1999 0:00;15.7382;16.077;16.4157
ALMP003_1_nonlin;28/09/1999 0:00;15.7382;16.0769;16.4157
ALMP003_1_nonlin;29/09/1999 0:00;15.7788;16.1175;16.4563
ALMP003_1_nonlin;30/09/1999 0:00;15.7838;16.1225;16.4612
ALMP003_1_nonlin;1/10/1999 0:00;15.7816;16.1203;16.459
ALMP003_1_nonlin;2/10/1999 0:00;15.8034;16.1421;16.4809
ALMP003_1_nonlin;3/10/1999 0:00;15.8479;16.1867;16.5254
ALMP003_1_nonlin;4/10/1999 0:00;15.9272;16.266;16.6047
ALMP003_1_nonlin;5/10/1999 0:00;15.9209;16.2596;16.5984
ALMP003_1_nonlin;6/10/1999 0:00;15.9152;16.254;16.5927
ALMP003_1_nonlin;7/10/1999 0:00;15.9118;16.2506;16.5893
ALMP003_1_nonlin;8/10/1999 0:00;15.9226;16.2614;16.6001
ALMP003_1_nonlin;9/10/1999 0:00;15.9305;16.2692;16.608
ALMP003_1_nonlin;10/10/1999 0:00;15.9263;16.2651;16.6038
ALMP003_1_nonlin;11/10/1999 0:00;15.9381;16.2768;16.6156
ALMP003_1_nonlin;12/10/1999 0:00;15.9295;16.2682;16.607
ALMP003_1_nonlin;13/10/1999 0:00;15.9207;16.2595;16.5982
ALMP003_1_nonlin;14/10/1999 0:00;15.914;16.2527;16.5915
ALMP003_1_nonlin;15/10/1999 0:00;15.909;16.2477;16.5865
ALMP003_1_nonlin;16/10/1999 0:00;15.8994;16.2382;16.5769
ALMP003_1_nonlin;17/10/1999 0:00;15.8891;16.2278;16.5665
ALMP003_1_nonlin;18/10/1999 0:00;15.8778;16.2165;16.5552
ALMP003_1_nonlin;19/10/1999 0:00;15.8672;16.2059;16.5447
ALMP003_1_nonlin;20/10/1999 0:00;15.8583;16.1971;16.5358
ALMP003_1_nonlin;21/10/1999 0:00;15.8931;16.2318;16.5706
ALMP003_1_nonlin;22/10/1999 0:00;15.9745;16.3132;16.652
ALMP003_1_nonlin;23/10/1999 0:00;15.9789;16.3176;16.6564
ALMP003_1_nonlin;24/10/1999 0:00;15.9747;16.3134;16.6522
ALMP003_1_nonlin;25/10/1999 0:00;15.9709;16.3097;16.6484
ALMP003_1_nonlin;26/10/1999 0:00;15.9653;16.304;16.6428
ALMP003_1_nonlin;27/10/1999 0:00;15.9607;16.2994;16.6382
ALMP003_1_nonlin;28/10/1999 0:00;15.9573;16.2961;16.6348
ALMP003_1_nonlin;29/10/1999 0:00;15.9521;16.2908;16.6296
ALMP003_1_nonlin;30/10/1999 0:00;15.9622;16.301;16.6397
ALMP003_1_nonlin;31/10/1999 0:00;15.9558;16.2946;16.6333
ALMP003_1_nonlin;1/11/1999 0:00;15.9653;16.3041;16.6428
ALMP003_1_nonlin;2/11/1999 0:00;15.9631;16.3018;16.6406
ALMP003_1_nonlin;3/11/1999 0:00;15.9552;16.294;16.6327
ALMP003_1_nonlin;4/11/1999 0:00;15.9508;16.2896;16.6283
ALMP003_1_nonlin;5/11/1999 0:00;15.9586;16.2973;16.6361
ALMP003_1_nonlin;6/11/1999 0:00;15.9536;16.2924;16.6311
ALMP003_1_nonlin;7/11/1999 0:00;15.9565;16.2953;16.634
ALMP003_1_nonlin;8/11/1999 0:00;15.9629;16.3017;16.6404
ALMP003_1_nonlin;9/11/1999 0:00;15.975;16.3138;16.6525
ALMP003_1_nonlin;10/11/1999 0:00;15.9696;16.3083;16.6471
ALMP003_1_nonlin;11/11/1999 0:00;15.9667;16.3054;16.6442
ALMP003_1_nonlin;12/11/1999 0:00;15.9632;16.3019;16.6407
ALMP003_1_nonlin;13/11/1999 0:00;15.9628;16.3015;16.6403
ALMP003_1_nonlin;14/11/1999 0:00;15.9716;16.3103;16.6491
ALMP003_1_nonlin;15/11/1999 0:00;15.9681;16.3069;16.6456
ALMP003_1_nonlin;16/11/1999 0:00;16.0076;16.3463;16.6851
ALMP003_1_nonlin;17/11/1999 0:00;16.0242;16.3629;16.7017
ALMP003_1_nonlin;18/11/1999 0:00;16.104;16.4428;16.7815
ALMP003_1_nonlin;19/11/1999 0:00;16.102;16.4407;16.7795
ALMP003_1_nonlin;20/11/1999 0:00;16.1002;16.4389;16.7777
ALMP003_1_nonlin;21/11/1999 0:00;16.0999;16.4387;16.7774
ALMP003_1_nonlin;22/11/1999 0:00;16.1109;16.4496;16.7883
ALMP003_1_nonlin;23/11/1999 0:00;16.1106;16.4493;16.788
ALMP003_1_nonlin;24/11/1999 0:00;16.1103;16.449;16.7877
ALMP003_1_nonlin;25/11/1999 0:00;16.117;16.4558;16.7945
ALMP003_1_nonlin;26/11/1999 0:00;16.1208;16.4595;16.7983
ALMP003_1_nonlin;27/11/1999 0:00;16.1176;16.4563;16.7951
ALMP003_1_nonlin;28/11/1999 0:00;16.1132;16.4519;16.7906
ALMP003_1_nonlin;29/11/1999 0:00;16.1091;16.4479;16.7866
ALMP003_1_nonlin;30/11/1999 0:00;16.1059;16.4446;16.7833
ALMP003_1_nonlin;1/12/1999 0:00;16.1049;16.4436;16.7824
ALMP003_1_nonlin;2/12/1999 0:00;16.0983;16.4371;16.7758
ALMP003_1_nonlin;3/12/1999 0:00;16.1167;16.4554;16.7942
ALMP003_1_nonlin;4/12/1999 0:00;16.1782;16.5169;16.8557
ALMP003_1_nonlin;5/12/1999 0:00;16.1767;16.5154;16.8542
ALMP003_1_nonlin;6/12/1999 0:00;16.1957;16.5344;16.8732
ALMP003_1_nonlin;7/12/1999 0:00;16.2075;16.5462;16.8849
ALMP003_1_nonlin;8/12/1999 0:00;16.2142;16.553;16.8917
ALMP003_1_nonlin;9/12/1999 0:00;16.2163;16.555;16.8937
ALMP003_1_nonlin;10/12/1999 0:00;16.2222;16.561;16.8997
ALMP003_1_nonlin;11/12/1999 0:00;16.3779;16.7166;17.0554
ALMP003_1_nonlin;12/12/1999 0:00;16.4879;16.8267;17.1654
ALMP003_1_nonlin;13/12/1999 0:00;16.5477;16.8865;17.2252
ALMP003_1_nonlin;14/12/1999 0:00;16.566;16.9047;17.2435
ALMP003_1_nonlin;15/12/1999 0:00;16.5949;16.9336;17.2724
ALMP003_1_nonlin;16/12/1999 0:00;16.5926;16.9313;17.2701
ALMP003_1_nonlin;17/12/1999 0:00;16.6929;17.0317;17.3704
ALMP003_1_nonlin;18/12/1999 0:00;16.6999;17.0386;17.3773
ALMP003_1_nonlin;19/12/1999 0:00;16.7174;17.0562;17.3949
ALMP003_1_nonlin;20/12/1999 0:00;16.7174;17.0561;17.3949
ALMP003_1_nonlin;21/12/1999 0:00;16.7161;17.0548;17.3936
ALMP003_1_nonlin;22/12/1999 0:00;16.7421;17.0808;17.4195
ALMP003_1_nonlin;23/12/1999 0:00;16.7669;17.1057;17.4444
ALMP003_1_nonlin;24/12/1999 0:00;16.8891;17.2278;17.5666
